Time,Threshold,Probability
2025-05-15 12:00:00,0.1,33.33
2025-05-15 12:00:00,0.25,3.33
2025-05-15 12:00:00,0.5,0.0
2025-05-15 12:00:00,1,0.0
2025-05-15 12:00:00,2,0.0
2025-05-15 12:00:00,3,0.0
2025-05-15 15:00:00,0.1,6.67
2025-05-15 15:00:00,0.25,3.33
2025-05-15 15:00:00,0.5,0.0
2025-05-15 15:00:00,1,0.0
2025-05-15 15:00:00,2,0.0
2025-05-15 15:00:00,3,0.0
2025-05-15 18:00:00,0.1,6.67
2025-05-15 18:00:00,0.25,3.33
2025-05-15 18:00:00,0.5,0.0
2025-05-15 18:00:00,1,0.0
2025-05-15 18:00:00,2,0.0
2025-05-15 18:00:00,3,0.0
2025-05-15 21:00:00,0.1,0.0
2025-05-15 21:00:00,0.25,0.0
2025-05-15 21:00:00,0.5,0.0
2025-05-15 21:00:00,1,0.0
2025-05-15 21:00:00,2,0.0
2025-05-15 21:00:00,3,0.0
2025-05-16 00:00:00,0.1,0.0
2025-05-16 00:00:00,0.25,0.0
2025-05-16 00:00:00,0.5,0.0
2025-05-16 00:00:00,1,0.0
2025-05-16 00:00:00,2,0.0
2025-05-16 00:00:00,3,0.0
2025-05-16 03:00:00,0.1,0.0
2025-05-16 03:00:00,0.25,0.0
2025-05-16 03:00:00,0.5,0.0
2025-05-16 03:00:00,1,0.0
2025-05-16 03:00:00,2,0.0
2025-05-16 03:00:00,3,0.0
2025-05-16 06:00:00,0.1,0.0
2025-05-16 06:00:00,0.25,0.0
2025-05-16 06:00:00,0.5,0.0
2025-05-16 06:00:00,1,0.0
2025-05-16 06:00:00,2,0.0
2025-05-16 06:00:00,3,0.0
2025-05-16 09:00:00,0.1,0.0
2025-05-16 09:00:00,0.25,0.0
2025-05-16 09:00:00,0.5,0.0
2025-05-16 09:00:00,1,0.0
2025-05-16 09:00:00,2,0.0
2025-05-16 09:00:00,3,0.0
2025-05-16 12:00:00,0.1,0.0
2025-05-16 12:00:00,0.25,0.0
2025-05-16 12:00:00,0.5,0.0
2025-05-16 12:00:00,1,0.0
2025-05-16 12:00:00,2,0.0
2025-05-16 12:00:00,3,0.0
2025-05-16 15:00:00,0.1,0.0
2025-05-16 15:00:00,0.25,0.0
2025-05-16 15:00:00,0.5,0.0
2025-05-16 15:00:00,1,0.0
2025-05-16 15:00:00,2,0.0
2025-05-16 15:00:00,3,0.0
2025-05-16 18:00:00,0.1,0.0
2025-05-16 18:00:00,0.25,0.0
2025-05-16 18:00:00,0.5,0.0
2025-05-16 18:00:00,1,0.0
2025-05-16 18:00:00,2,0.0
2025-05-16 18:00:00,3,0.0
2025-05-16 21:00:00,0.1,0.0
2025-05-16 21:00:00,0.25,0.0
2025-05-16 21:00:00,0.5,0.0
2025-05-16 21:00:00,1,0.0
2025-05-16 21:00:00,2,0.0
2025-05-16 21:00:00,3,0.0
2025-05-17 00:00:00,0.1,0.0
2025-05-17 00:00:00,0.25,0.0
2025-05-17 00:00:00,0.5,0.0
2025-05-17 00:00:00,1,0.0
2025-05-17 00:00:00,2,0.0
2025-05-17 00:00:00,3,0.0
2025-05-17 03:00:00,0.1,0.0
2025-05-17 03:00:00,0.25,0.0
2025-05-17 03:00:00,0.5,0.0
2025-05-17 03:00:00,1,0.0
